"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","response","target","task","indirect","nr_pres"
"true","fullscreen","0","5804","0.0-0.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","9992","0.0-1.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","3996","text/information.html","","","","","","","","","","","","",""
"","external-html","2","24034","0.0-2.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","13875","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","64903","0.0-3.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","40825","","{""codeword_enter"":""dt05rt15""}","","","","","","","","","","","",""
"","survey-html-form","4","83073","0.0-4.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","18138","","{""age"":""26"",""education"":""1"",""subject"":""3"",""gender"":""0"",""handedness"":""1"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","95633","0.0-5.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","12525","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","99667","0.0-6.0-0.0-0.0","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/2205.bmp' width = '100%;'></div></div>","null","neg","CS","CS","4","category4/CS5.png","","","","",""
"","html-keyboard-response","7","102186","0.0-6.0-0.0-0.1","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9561.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS8.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS8.png","","","","",""
"","html-keyboard-response","8","104716","0.0-6.0-0.0-0.2","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/4599.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS8.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS8.png","","","","",""
"","html-keyboard-response","9","107236","0.0-6.0-0.0-0.3","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS3.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/5600.bmp' width = '100%;'></div></div>","null","pos","CS","CS","1","category1/CS3.png","","","","",""
"","html-keyboard-response","10","109767","0.0-6.0-0.0-0.4","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9404.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS10.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS10.png","","","","",""
"","html-keyboard-response","11","112286","0.0-6.0-0.0-0.5","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3181.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","12","114806","0.0-6.0-0.0-0.6","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9560.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS9.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS9.png","","","","",""
"","html-keyboard-response","13","117335","0.0-6.0-0.0-0.7","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/2141.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS10.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS10.png","","","","",""
"","html-keyboard-response","14","119876","0.0-6.0-0.0-0.8","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS3.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8540.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS3.png","","","","",""
"","html-keyboard-response","15","122416","0.0-6.0-0.0-0.9","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/5700.bmp' width = '100%;'></div><div class = 'column'><img src = 'category3/CS1.png' width = '70%;'></div></div>","null","pos","CS","CS","3","category3/CS1.png","","","","",""
"","html-keyboard-response","16","124936","0.0-6.0-0.0-0.10","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/2900.2.bmp' width = '100%;'></div><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","17","127465","0.0-6.0-0.0-0.11","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/8485.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS2.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS2.png","","","","",""
"","html-keyboard-response","18","129996","0.0-6.0-0.0-0.12","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9415.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS3.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS3.png","","","","",""
"","html-keyboard-response","19","132526","0.0-6.0-0.0-0.13","9k0gvb7jbz","many_one","0","direct_first","1","dt05rt15","0","26","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS8.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/7380.bmp' width = '100%;'></div></div>","null","neg","CS","CS","2","category2/CS8.png","","","","",""
