"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","target","indirect","task","nr_pres","response"
"true","fullscreen","0","3685","0.0-0.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","37259","0.0-1.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","33515.54500008933","text/information.html","","","","","","","","","","","","",""
"","external-html","2","44867","0.0-2.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","7525.49000014551","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","95140","0.0-3.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","50270.14000015333","","{""codeword_enter"":""ar06rg30""}","","","","","","","","","","","",""
"","survey-html-form","4","119701","0.0-4.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","24557.090000016615","","{""age"":""21"",""education"":""1"",""subject"":""3"",""gender"":""1"",""handedness"":""1"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","131587","0.0-5.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","11883.549999911338","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","135607","0.0-6.0-0.0-0.0","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9635.2.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS5.png","","","","",""
"","html-keyboard-response","7","138136","0.0-6.0-0.0-0.1","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/8461.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS4.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS4.png","","","","",""
"","html-keyboard-response","8","140668","0.0-6.0-0.0-0.2","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9635.2.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS5.png","","","","",""
"","html-keyboard-response","9","143198","0.0-6.0-0.0-0.3","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6570.1.bmp' width = '100%;'></div></div>","null","neg","CS","CS","1","category1/CS9.png","","","","",""
"","html-keyboard-response","10","145729","0.0-6.0-0.0-0.4","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9635.2.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS5.png","","","","",""
"","html-keyboard-response","11","148271","0.0-6.0-0.0-0.5","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/7325.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS9.png' width = '70%;'></div></div>","null","pos","CS","CS","2","category2/CS9.png","","","","",""
"","html-keyboard-response","12","150791","0.0-6.0-0.0-0.6","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/8461.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS4.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS4.png","","","","",""
"","html-keyboard-response","13","153324","0.0-6.0-0.0-0.7","r0rjyglh94","one_one","1","indirect_first","0","ar06rg30","1","21","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/7325.bmp' width = '100%;'></div></div>","null","pos","CS","CS","2","category2/CS9.png","","","","",""
