"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","target","indirect","task","nr_pres","response"
"true","fullscreen","0","16477","0.0-0.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","39469","0.0-1.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","22913","text/information.html","","","","","","","","","","","","",""
"","external-html","2","49018","0.0-2.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","9464","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","114576","0.0-3.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","65552","","{""codeword_enter"":""dt07ob15""}","","","","","","","","","","","",""
"","survey-html-form","4","141887","0.0-4.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","27305","","{""age"":""23"",""education"":""1"",""subject"":""3"",""gender"":""1"",""handedness"":""2"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","153269","0.0-5.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","11378","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","157287","0.0-6.0-0.0-0.0","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div><div class = 'column'><img src = 'category3/CS9.png' width = '70%;'></div></div>","null","pos","CS","CS","3","category3/CS9.png","","","","",""
"","html-keyboard-response","7","159815","0.0-6.0-0.0-0.1","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9560.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS3.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS3.png","","","","",""
"","html-keyboard-response","8","162346","0.0-6.0-0.0-0.2","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9220.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS1.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS1.png","","","","",""
"","html-keyboard-response","9","164886","0.0-6.0-0.0-0.3","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS10.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9635.2.bmp' width = '100%;'></div></div>","null","neg","CS","CS","4","category4/CS10.png","","","","",""
"","html-keyboard-response","10","167426","0.0-6.0-0.0-0.4","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS2.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div></div>","null","neg","CS","CS","1","category1/CS2.png","","","","",""
"","html-keyboard-response","11","169966","0.0-6.0-0.0-0.5","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/2900.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS8.png' width = '70%;'></div></div>","null","neg","CS","CS","1","category1/CS8.png","","","","",""
"","html-keyboard-response","12","172487","0.0-6.0-0.0-0.6","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS8.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8461.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS8.png","","","","",""
"","html-keyboard-response","13","175005","0.0-6.0-0.0-0.7","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS4.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/2750.bmp' width = '100%;'></div></div>","null","neg","CS","CS","1","category1/CS4.png","","","","",""
"","html-keyboard-response","14","177526","0.0-6.0-0.0-0.8","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/2900.2.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","pos","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","15","180045","0.0-6.0-0.0-0.9","4jkz6xklgk","many_one","0","indirect_first","0","dt07ob15","1","23","1","1","3","2","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9041.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS3.png' width = '70%;'></div></div>","null","neg","CS","CS","1","category1/CS3.png","","","","",""
