"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","target","indirect","task","nr_pres","response"
"true","fullscreen","0","47844","0.0-0.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","63684","0.0-1.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","15755","text/information.html","","","","","","","","","","","","",""
"","external-html","2","78636","0.0-2.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","14887","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","151064","0.0-3.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","72425","","{""codeword_enter"":""ng10ng22""}","","","","","","","","","","","",""
"","survey-html-form","4","171332","0.0-4.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","20266","","{""age"":""19"",""education"":""1"",""subject"":""3"",""gender"":""0"",""handedness"":""1"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","172730","0.0-5.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","1397","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","176756","0.0-6.0-0.0-0.0","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9560.bmp' width = '100%;'></div></div>","null","neg","CS","CS","1","category1/CS9.png","","","","",""
"","html-keyboard-response","7","179284","0.0-6.0-0.0-0.1","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/8080.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS9.png' width = '70%;'></div></div>","null","pos","CS","CS","2","category2/CS9.png","","","","",""
"","html-keyboard-response","8","181823","0.0-6.0-0.0-0.2","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9560.bmp' width = '100%;'></div></div>","null","neg","CS","CS","1","category1/CS9.png","","","","",""
"","html-keyboard-response","9","184353","0.0-6.0-0.0-0.3","g4s7kxam7q","one_one","1","indirect_first","0","ng10ng22","0","19","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS2.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS2.png","","","","",""
