"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","response","target","task","indirect","nr_pres"
"true","fullscreen","0","6778","0.0-0.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","72186","0.0-1.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","65334","text/information.html","","","","","","","","","","","","",""
"","external-html","2","111081","0.0-2.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","38756","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","179567","0.0-3.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","68484","","{""codeword_enter"":""on06rg09""}","","","","","","","","","","","",""
"","survey-html-form","4","201130","0.0-4.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","21559","","{""age"":""21"",""education"":""1"",""subject"":""3"",""gender"":""1"",""handedness"":""1"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","216730","0.0-5.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","15598","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","220760","0.0-6.0-0.0-0.0","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS8.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9280.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS8.png","","","","",""
"","html-keyboard-response","7","223299","0.0-6.0-0.0-0.1","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6838.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS9.png","","","","",""
"","html-keyboard-response","8","225819","0.0-6.0-0.0-0.2","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS9.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8540.bmp' width = '100%;'></div></div>","null","pos","CS","CS","4","category4/CS9.png","","","","",""
"","html-keyboard-response","9","228349","0.0-6.0-0.0-0.3","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/2208.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS3.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS3.png","","","","",""
"","html-keyboard-response","10","230870","0.0-6.0-0.0-0.4","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/2160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS9.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS9.png","","","","",""
"","html-keyboard-response","11","233386","0.0-6.0-0.0-0.5","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9415.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS6.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS6.png","","","","",""
"","html-keyboard-response","12","235916","0.0-6.0-0.0-0.6","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/1440.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","13","238446","0.0-6.0-0.0-0.7","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS2.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9561.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS2.png","","","","",""
"","html-keyboard-response","14","240966","0.0-6.0-0.0-0.8","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div></div>","null","pos","CS","CS","4","category4/CS5.png","","","","",""
"","html-keyboard-response","15","243485","0.0-6.0-0.0-0.9","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/5830.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS10.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS10.png","","","","",""
"","html-keyboard-response","16","246004","0.0-6.0-0.0-0.10","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS1.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/5470.bmp' width = '100%;'></div></div>","null","pos","CS","CS","1","category1/CS1.png","","","","",""
"","html-keyboard-response","17","248524","0.0-6.0-0.0-0.11","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/2165.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS1.png' width = '70%;'></div></div>","null","pos","CS","CS","4","category4/CS1.png","","","","",""
"","html-keyboard-response","18","251063","0.0-6.0-0.0-0.12","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/9220.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","19","253572","0.0-6.0-0.0-0.13","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/9330.bmp' width = '100%;'></div></div>","null","neg","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","20","256091","0.0-6.0-0.0-0.14","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS1.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/2141.bmp' width = '100%;'></div></div>","null","neg","CS","CS","2","category2/CS1.png","","","","",""
"","html-keyboard-response","21","258601","0.0-6.0-0.0-0.15","1z04sepqyo","many_one","0","direct_first","1","on06rg09","1","21","1","1","3","1","Meine  Entscheidungen haben sich sehr wahllos angefühlt.","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS2.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div></div>","null","neg","CS","CS","2","category2/CS2.png","","","","",""
