"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","condition_code","measure","measure_code","codeword","gender","age","education","chinese","fach","handedness","comment","hinschauen","ablenkung","gewissenhaft","rt","url","responses","stimulus","key_press","val","type","type_specific","category","cs_selected","target","indirect","task","nr_pres","response"
"true","fullscreen","0","5710","0.0-0.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","","","","","","","","","","","","","","",""
"","external-html","1","103530","0.0-1.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","97729","text/information.html","","","","","","","","","","","","",""
"","external-html","2","120377","0.0-2.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","16738","text/consent.html","","","","","","","","","","","","",""
"","survey-html-form","3","202501","0.0-3.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","82119","","{""codeword_enter"":""mm05el08""}","","","","","","","","","","","",""
"","survey-html-form","4","224827","0.0-4.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","22322","","{""age"":""24"",""education"":""1"",""subject"":""3"",""gender"":""3"",""handedness"":""1"",""chinese"":""1""}","","","","","","","","","","","",""
"","survey-html-form","5","256870","0.0-5.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","32041","","{}","","","","","","","","","","","",""
"","html-keyboard-response","6","260879","0.0-6.0-0.0-0.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","7","263384","0.0-6.0-0.0-0.1","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","8","265891","0.0-6.0-0.0-0.2","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","9","268395","0.0-6.0-0.0-0.3","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","10","270950","0.0-6.0-0.0-0.4","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","html-keyboard-response","11","273454","0.0-6.0-0.0-0.5","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","12","275957","0.0-6.0-0.0-0.6","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","html-keyboard-response","13","278461","0.0-6.0-0.0-0.7","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","14","280967","0.0-6.0-0.0-0.8","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","15","283470","0.0-6.0-0.0-0.9","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","16","285974","0.0-6.0-0.0-0.10","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","17","288476","0.0-6.0-0.0-0.11","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","18","290982","0.0-6.0-0.0-0.12","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","19","293488","0.0-6.0-0.0-0.13","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","html-keyboard-response","20","295990","0.0-6.0-0.0-0.14","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","21","298496","0.0-6.0-0.0-0.15","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","22","301000","0.0-6.0-0.0-0.16","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/6212.bmp' width = '100%;'></div><div class = 'column'><img src = 'category2/CS5.png' width = '70%;'></div></div>","null","neg","CS","CS","2","category2/CS5.png","","","","",""
"","html-keyboard-response","23","303503","0.0-6.0-0.0-0.17","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","html-keyboard-response","24","306007","0.0-6.0-0.0-0.18","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category3/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/8490.bmp' width = '100%;'></div></div>","null","pos","CS","CS","3","category3/CS7.png","","","","",""
"","html-keyboard-response","25","308512","0.0-6.0-0.0-0.19","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","survey-html-form","26","315812","0.0-6.0-1.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","6796","","{}","","","","","","","","","","","",""
"","html-keyboard-response","27","319817","0.0-6.0-2.0-0.0","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
"","html-keyboard-response","28","322321","0.0-6.0-2.0-0.1","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'uspos/1340.bmp' width = '100%;'></div><div class = 'column'><img src = 'category1/CS10.png' width = '70%;'></div></div>","null","pos","CS","CS","1","category1/CS10.png","","","","",""
"","html-keyboard-response","29","324823","0.0-6.0-2.0-0.2","48wr3g197w","one_one","1","indirect_first","0","mm05el08","3","24","1","1","3","1","","0","1","0","null","","","<div class = 'row'><div class = 'column'><img src = 'usneg/3160.bmp' width = '100%;'></div><div class = 'column'><img src = 'category4/CS7.png' width = '70%;'></div></div>","null","neg","CS","CS","4","category4/CS7.png","","","","",""
